numero_clientes,msgs_por_cliente,tempo_todos_clientes,tempo_medio_por_cliente,tempo_medio_por_msg
1,5,0.0605578422546386,0.0605578422546386,0.0121115684509277
2,5,0.0231966972351073,0.01159834861755365,0.0023196697235107
3,5,0.0422041416168211,0.014068047205607033,0.0028136094411213668
4,5,0.0707817077636717,0.017695426940917924,0.0035390853881835244
5,5,0.0993952751159665,0.0198790550231933,0.0039758110046385995
6,5,0.1133172512054442,0.0188862085342407,0.0037772417068480998
7,5,0.1476244926452635,0.021089213235037645,0.004217842647007471
8,5,0.1999020576477047,0.024987757205963086,0.004997551441192575
9,5,0.2416384220123287,0.026848713556925412,0.005369742711385055
10,5,0.3393878936767573,0.033938789367675734,0.006787757873535119
11,5,0.3724133968353265,0.033855763348666044,0.006771152669733164
12,5,0.4712619781494135,0.03927183151245112,0.0078543663024902
13,5,0.534167051315307,0.04108977317810054,0.00821795463562007
14,5,0.6220097541809073,0.04442926815577909,0.008885853631155778
15,5,0.7667052745819085,0.05111368497212723,0.010222736994425408
16,5,1.0442333221435542,0.06526458263397214,0.013052916526794387
17,5,1.038840293884277,0.06110825258142805,0.012221650516285583
18,5,1.0845792293548577,0.06025440163082543,0.012050880326165046
19,5,1.0445499420166007,0.054976312737715825,0.010995262547543122
20,5,1.2443082332611075,0.06221541166305537,0.012443082332611028
21,5,1.356843709945678,0.06461160523550848,0.01292232104710165
22,5,1.671731710433959,0.07598780501972541,0.015197561003945039
23,5,1.2908380031585687,0.0561233914416769,0.011224678288335338
24,5,1.8166673183441153,0.07569447159767147,0.015138894319534246
25,5,2.235127925872802,0.08940511703491208,0.01788102340698238
26,5,2.008944034576415,0.07726707825293905,0.015453415650587764
27,5,2.507892608642577,0.09288491143120654,0.01857698228624127
28,5,2.23126459121704,0.07968802111489429,0.015937604222978803
29,5,2.563382625579833,0.08839250433033907,0.017678500866067776
30,5,2.042714595794677,0.06809048652648923,0.013618097305297809
31,5,2.7014050483703604,0.08714209833452775,0.0174284196669055
32,5,3.792130470275877,0.11850407719612116,0.02370081543922419
33,5,2.175541162490843,0.06592548977244979,0.01318509795448992
34,5,3.4155287742614737,0.10045672865474922,0.0200913457309498
35,5,2.0772173404693586,0.0593490668705531,0.011869813374110576
36,5,2.253976106643675,0.06261044740676874,0.01252208948135371
37,5,2.8329787254333483,0.07656699257927968,0.015313398515855895
38,5,3.1010859012603746,0.08160752371737828,0.01632150474347561
39,5,3.94189167022705,0.10107414539043717,0.020214829078087384
40,5,3.6041879653930655,0.09010469913482663,0.018020939826965288
41,5,3.9324772357940656,0.09591407892180648,0.019182815784361255
42,5,3.1994919776916486,0.07617838042122974,0.015235676084245899
43,5,4.002509593963621,0.09308161846427027,0.018616323692854007
44,5,5.188965797424315,0.1179310408505526,0.023586208170110482
45,5,3.9111356735229474,0.08691412607828772,0.017382825215657496
46,5,4.887401580810545,0.10624786045240316,0.021249572090480586
47,5,4.0736019611358625,0.08667238215182686,0.017334476430365335
48,5,5.4190211296081525,0.11289627353350318,0.02257925470670059
49,5,4.34419798851013,0.08865710180632919,0.017731420361265803
50,5,4.81815981864929,0.09636319637298581,0.019272639274597114
51,5,5.359620571136473,0.10509059943404848,0.02101811988680966
52,5,5.246047735214232,0.10088553336950445,0.02017710667390085
53,5,5.4500515460968,0.10283116124710943,0.02056623224942184
54,5,4.405381202697751,0.08158113338329169,0.0163162266766583
55,5,7.224716901779173,0.1313584891232577,0.026271697824651503
56,5,5.2272040843963605,0.09334293007850644,0.01866858601570125
57,5,8.525703668594359,0.14957374857183084,0.029914749714366126
58,5,5.880057811737059,0.10138030709891481,0.020276061419782925
59,5,6.182771682739256,0.10479274038541112,0.02095854807708219
60,5,5.8960437774658185,0.09826739629109697,0.019653479258219347
61,5,5.183923482894896,0.08498235217860485,0.016996470435720924
62,5,8.479065895080563,0.13675912734000908,0.027351825468001783
63,5,6.884992599487303,0.10928559681725877,0.021857119363451718
64,5,5.988447666168209,0.09356949478387827,0.018713898956775624
65,5,5.3231179714202845,0.08189412263723515,0.01637882452744699
66,5,8.184046030044552,0.12400069742491746,0.024800139484983448
67,5,6.717505455017088,0.10026127544801625,0.020052255089603205
68,5,7.907476902008054,0.11628642502953021,0.023257285005905997
69,5,7.237306833267209,0.10488850482995955,0.020977700965991875
70,5,7.5892546176910365,0.10841792310987194,0.021683584621974346
71,5,6.553711175918576,0.0923057912101208,0.01846115824202412
72,5,6.871832370758054,0.09544211626052852,0.019088423252105666
73,5,7.5943183898925755,0.10403175876565172,0.020806351753130305
74,5,7.579267501831051,0.10242253380852771,0.0204845067617055
75,5,6.919544458389279,0.09226059277852372,0.018452118555704704
76,5,9.7520477771759,0.12831641812073552,0.025663283624147073
77,5,7.394671678543089,0.09603469712393622,0.0192069394247872
78,5,8.647480010986325,0.11086512834597852,0.02217302566919566
79,5,12.026171445846558,0.15223001830185515,0.030446003660370983
80,5,11.398238897323605,0.14247798621654506,0.028495597243308975
81,5,9.700052499771115,0.11975373456507549,0.023950746913015058
82,5,7.2249925136566135,0.08810966480069041,0.017621932960138042
83,5,9.718742847442623,0.11709328731858583,0.023418657463717126
84,5,11.451255083084103,0.13632446527481074,0.027264893054962117
85,5,14.388591289520262,0.1692775445825913,0.03385550891651822
86,5,10.58740162849426,0.12310932126156116,0.0246218642523122
87,5,10.564813852310177,0.12143464198057675,0.024286928396115303
88,5,8.929117441177365,0.10146724364974279,0.020293448729948513
89,5,11.9800271987915,0.13460704717743258,0.026921409435486477
90,5,8.277474880218502,0.09197194311353891,0.01839438862270774
91,5,10.327539920806881,0.1134894496791965,0.02269788993583926
92,5,14.232061862945557,0.1546963245972343,0.030939264919446815
93,5,9.921827077865597,0.10668631266522147,0.021337262533044254
94,5,13.100270271301266,0.1393645773542688,0.027872915470853715
95,5,18.906490325927734,0.19901568764134459,0.03980313752826887
96,5,11.77135610580444,0.12261829276879625,0.02452365855375921
97,5,13.474691629409786,0.13891434669494626,0.02778286933898921
98,5,15.4006814956665,0.1571498111802704,0.03142996223605405
99,5,10.533657789230343,0.10640058372959943,0.02128011674591984
100,5,15.083214521408078,0.15083214521408078,0.030166429042816106
